canMint-int,desc-string,givenSkillId-int,icon-string,id-int,name-string,quality-int[],type-int,useLv-int,userType-int
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-251,251,Rambut Hell Baron,5,1,3,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-252,252,Baju Hell Baron,5,1,3,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-253,253,Sarung Tangan Hell Baron,5,1,3,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-254,254,Seluar Hell Baron,5,1,3,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-255,255,Kasut Hell Baron,5,1,3,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-257,257,Rambut Stylish Lad,5,1,0,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-258,258,Baju Stylish Lad,5,1,0,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-259,259,Sarung Tangan Stylish Lad,5,1,0,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-260,260,Seluar Stylish Lad,5,1,0,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-261,261,Kasut Stylish Lad,5,1,0,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-262,262,Rambut Speedster,5,1,1,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-263,263,Baju Speedster,5,1,1,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-264,264,Sarung Tangan Speedster,5,1,1,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-265,265,Seluar Speedster,5,1,1,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-266,266,Kasut Speedster,5,1,1,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-267,267,Rambut Askar Rom,5,1,2,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-268,268,Baju Askar Rom,5,1,2,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-269,269,Sarung Tangan Askar Rom,5,1,2,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-270,270,Seluar Askar Rom,5,1,2,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-271,271,Kasut Askar Rom,5,1,2,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-272,272,Rambut Budak Jalanan,5,1,2,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-273,273,Baju Budak Jalanan,5,1,2,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-274,274,Sarung Tangan Budak Jalanan,5,1,2,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-275,275,Seluar Budak Jalanan,5,1,2,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-276,276,Kasut Budak Jalanan,5,1,2,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-277,277,Rambut Set Woof Woof,5,1,5,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-278,278,Baju Set Woof Woof,5,1,5,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-279,279,Sarung Tangan Set Woof Woof,5,1,5,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-280,280,Seluar Set Woof Woof,5,1,5,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-281,281,Kasut Set Woof Woof,5,1,5,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-282,282,Rambut Nyalaan Berapi,5,1,6,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-283,283,Baju Nyalaan Berapi,5,1,6,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-284,284,Sarung Tangan Nyalaan Berapi,5,1,6,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-285,285,"Seluar Nyalaan Bersemangat
",5,1,6,1
1," Terdapat peluang untuk mendapatkannya apabila mensintesis peralatan.
Penampilan bergaya tanpa atribut
-------
Cadangkan memakainya sebagai fesyen
",0,item-icon-286,286,"Kasut Nyalaan Bersemangat
",5,1,6,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan kekuatan serangan pertempuran anda
-------
Jika anda risau tentang dikejar oleh raksasa, busur ini sempurna untuk anda, anda boleh membunuh raksasa dari jarak yang selamat
",0,item-icon-287,287,Batu Bow,1,1,1,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan kekuatan serangan pertempuran anda
-------
Jika anda risau tentang dikejar oleh raksasa, busur ini sempurna untuk anda, anda boleh membunuh raksasa dari jarak yang selamat
",0,item-icon-288,288,Bow Metal,"1,2",1,2,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan kekuatan serangan pertempuran anda
-------
Jika anda risau tentang dikejar oleh raksasa, busur ini sempurna untuk anda, anda boleh membunuh raksasa dari jarak yang selamat
",0,item-icon-289,289,Crystal Bow,"1,2,3",1,3,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya boleh memicu kesan khas.
-------
Pulihkan sedikit tenaga
",0,item-icon-295,295,"Ramuan Pemulihan Tenaga - Kecil
",1,3,1,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya boleh memicu kesan khas.
-------
Pulihkan lebih banyak tenaga
",0,item-icon-296,296,"Ramuan Pemulihan Tenaga - Sederhana
",1,3,2,1
1," Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya boleh memicu kesan khas.
-------
Pulihkan banyak tenaga
",0,item-icon-297,297,"Ramuan Pemulihan Tenaga - Besar
",1,3,3,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Buka produk pertanian tahap yang lebih tinggi
-------
Sebatang cangkul emas yang berkilauan, luar biasa tajam dan tahan lama. Digunakan untuk bertani, ia membolehkan anda dengan mudah menguasai kekuatan bumi, menumbuhkan tanaman yang kuat. Ia juga menjadi kebanggaan petani, melambangkan kerja keras dan harapan mereka untuk panen yang melimpah.
",0,item-icon-299,299,"Cangkul Emas Tahap 4
","1,2,3,4",1,4,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan kecekapan pengumpulan anda
-------
Sebatang kapak emas yang berkilauan, mata pisau yang sangat tajam, mampu menebang pokok yang paling keras dengan mudah. Dengan berat yang sederhana, ia adalah alat yang stabil dan fleksibel, disukai oleh pengumpul.
",0,item-icon-300,300,"Kapak Emas Tahap 4
","1,2,3,4",1,4,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan kecekapan pengumpulan anda
-------
Sebatang alat berkilauan yang direka khas untuk pengumpulan. Bahan yang kukuh dan reka bentuk yang rumit memudahkan perlombongan bijih dan harta. Sama ada menyelam ke dalam tanah atau meneroka kawasan berbukit untuk sumber berharga, beliung emas adalah rakan yang paling boleh diandalkan.
",0,item-icon-301,301,"Beliung Emas Tahap 4
","1,2,3,4",1,4,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Buka produk pertanian tahap yang lebih tinggi
-------
Sebatang gunting emas yang cemerlang, mata pisau yang sangat tajam, dengan mudah memotong pelbagai bahan, sama ada kain, kertas, atau tumbuhan yang halus. Ia adalah alat yang wajib dimiliki oleh setiap petani dan artis, digunakan untuk memangkas tanaman, memotong kain, atau kerajinan halus yang rumit. Sama ada di ladang atau bengkel, Gunting Emas adalah simbol keahlian yang indah dan cita rasa yang halus.
",0,item-icon-302,302,"Gunting Emas Tahap 4
","1,2,3,4",1,4,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan kecekapan pengumpulan anda
-------
Sebatang sabit yang berkilauan dengan sinar emas, dengan mata pisau yang sangat tajam. Ia adalah salah satu alat kegemaran di kalangan petani, digunakan untuk menuai tanaman yang matang. Cahaya emas yang berkilauan di bawah matahari membawa rasa kegembiraan dan kemakmuran ke ladang.
",0,item-icon-303,303,"Sabit Emas Tahap 4
","1,2,3,4",1,4,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Buka produk pertanian tahap yang lebih tinggi
-------
Sebatang cerek yang indah yang terbuat sepenuhnya dari emas tulen. Ia tidak hanya memiliki penampilan yang mempesona, tetapi juga memiliki sifat magis. Apabila anda menggunakan Cerek Emas, ia dengan cepat mengembalikan kesihatan dan mana anda, menjaga anda bertenaga dalam pertempuran. Sama ada dalam pertempuran yang sengit atau di ladang yang sibuk, Cerek Emas adalah rakan yang paling setia.
",0,item-icon-304,304,"Cerek Emas Tahap 4
","1,2,3,4",1,4,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Buka produk pertanian tahap yang lebih tinggi
-------
Sebatang cangkul berkilauan seperti permata, luar biasa tajam dan tahan lama. Menggunakannya untuk bertani membolehkan anda dengan mudah membudidayakan tanah subur, menuai panen yang melimpah.
",0,item-icon-305,305,"Cangkul Berlian Tahap 5
","1,2,3,4,5",1,5,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan kecekapan pengumpulan anda
-------
Sebatang kapak berkilauan seperti permata, dengan mata pisau yang sangat tajam, mampu dengan mudah menebang pokok yang paling keras. Dengan kekuatan yang tajam dan tahan lama, ia adalah alat yang paling disukai oleh pengumpul.
",0,item-icon-306,306,"Kapak Berlian Tahap 5
","1,2,3,4,5",1,5,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan kecekapan pengumpulan anda
-------
Sebatang beliung berkilauan seperti permata, dengan mata pisau yang sangat tajam, dengan mudah menggali bijih dan harta berharga. Sama ada menyelam ke dalam tanah yang dalam atau meneroka kawasan berbukit untuk sumber daya berharga, beliung berlian adalah rakan yang paling boleh diandalkan. Ia membolehkan pengumpul mengumpulkan sumber daya dengan lebih efisien, membawa kekayaan yang besar dan kemuliaan kepada pengguna dan pasukan mereka.
",0,item-icon-307,307,"Beliung Berlian Tahap 5
","1,2,3,4,5",1,5,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Buka produk pertanian tahap yang lebih tinggi
-------
Berkilauan dengan sinar permata, sebatang gunting yang sangat tajam dengan mudah memotong bahan apa pun, sama ada logam keras atau kain tebal, menjalankan tugas dengan cepat dan tepat. Di ladang, ia adalah pembantu yang efisien bagi petani untuk memangkas tanaman dan memotong pokok. Di dunia eksplorasi, ia adalah alat penting bagi petualang yang berani, dengan cepat mengumpulkan sumber daya berharga. Sama ada seorang petani atau penjelajah, Gunting Berlian adalah mitra yang paling dapat diandalkan.
",0,item-icon-308,308,"Gunting Berlian Tahap 5
","1,2,3,4,5",1,5,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan kecekapan pengumpulan anda
-------
Berkilauan dengan sinar permata, sabit ini memiliki mata pisau yang sangat tajam, dengan mudah menuai tanaman di ladang. Inlay berlian membuat setiap panen menjadi efisien dan cepat, menjadikan anda seorang ahli penuai di ladang.
",0,item-icon-309,309,"Sabit Berlian Tahap 5
","1,2,3,4,5",1,5,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Buka produk pertanian tahap yang lebih tinggi
-------
Sebatang cerek yang indah, berkilauan dengan sinar permata. Ia tidak hanya memiliki penampilan yang mempesona, tetapi juga memiliki sifat magis. Apabila anda menggunakan Cerek Permata, ia dengan cepat mengembalikan kesihatan dan mana anda, menjaga anda bertenaga dalam pertempuran. Sama ada dalam pertempuran yang sengit atau dalam perjalanan petualangan yang panjang, Cerek Permata adalah rakan yang paling setia.
",0,item-icon-310,310,"Cerek Berlian Tahap 5
","1,2,3,4,5",1,5,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Buka produk pertanian tahap yang lebih tinggi
-------
Sebatang cangkul berkilauan dengan cahaya bintang, tajamnya dengan mudah mengolah tanah, memberikan kehidupan kepada ladang.
",0,item-icon-311,311,"Cangkul Bintang Tahap 6
","1,2,3,4,5",1,6,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan kecekapan pengumpulan anda
-------
Sebatang kapak berkilauan dengan cahaya bintang, memancarkan tenaga yang kuat. Mata pisau yang tajam dengan mudah membelah kayu keras, menjadikannya alat pilihan bagi pengumpul.
",0,item-icon-312,312,"Kapak Bintang Tahap 6
","1,2,3,4,5",1,6,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan kecekapan pengumpulan anda
-------
Sebatang beliung berkilauan dengan cahaya bintang, dengan mata pisau yang sangat tajam, dengan mudah menggali bijih dan permata berharga. Sama ada menjelajah gunung yang dalam atau dengan tekun menambang di gua, beliung Starlight adalah teman yang paling dapat diandalkan bagi pengumpul. Penampilannya memungkinkan pengumpul mengumpulkan sumber daya dengan lebih efisien, membawa kekayaan yang substansial dan kemuliaan kepada pengguna dan tim mereka.
",0,item-icon-313,313,"Beliung Bintang Tahap 6
","1,2,3,4,5",1,6,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Buka produk pertanian tahap yang lebih tinggi
-------
Berkilauan dengan sinar permata, sebatang gunting yang ringan dan tajam digunakan oleh petani untuk memotong daun dan cabang dengan presisi, memberikan kehidupan baru kepada tanaman. Sama ada memangkas bunga di taman atau mengatur tanaman di ladang, Gunting Starlight adalah alat yang paling efektif bagi petani.
",0,item-icon-314,314,"Gunting Bintang Tahap 6
","1,2,3,4,5",1,6,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan kecekapan pengumpulan anda
-------
Berkilauan dengan sinar permata, mata pisau seperti bintang di langit malam, memancarkan tenaga misterius dan kuat. Ia adalah senjata utama bagi pengumpul, dengan mudah mengumpulkan berbagai tanaman dan herba, memungkinkan mereka mencari sumber daya berharga di seluruh negeri.
",0,item-icon-315,315,"Sabit Bintang Tahap 6
","1,2,3,4,5",1,6,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Buka produk pertanian tahap yang lebih tinggi
-------
Sebatang cerek yang indah, berkilauan dengan sinar permata. Ia adalah salah satu alat kegemaran petani, digunakan untuk mengairi tanaman di ladang, menumbuhkan pertumbuhan mereka. Setiap tetes yang mengalir dari Cerek Starlight penuh dengan vitalitas, membawa harapan panen yang melimpah kepada tanaman. Sama ada gandum, sayur-sayuran, atau buah-buahan, setelah diberi makan dengan Cerek Starlight, mereka mekar dengan warna yang hidup di bawah sinar matahari, membawa kegembiraan dan kepuasan yang tak terbatas kepada petani.
",0,item-icon-316,316,"Cerek Bintang Tahap 6
","1,2,3,4,5",1,6,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan kekuatan serangan pertempuran anda
-------
Sebatang pedang emas yang berkilauan, mata pisau yang sangat tajam. Bahan berharganya memberikan kekuatan serangan dan daya tahan yang hebat, menjadi simbol yang dicari oleh pejuang. Dalam pertempuran, pedang emas dengan mudah menembus pertahanan musuh, mengalahkan mereka. Sama ada menghadapi musuh tunggal atau terlibat dalam pertempuran skala besar, pedang emas adalah teman yang paling dapat diandalkan bagi pejuang.
",0,item-icon-317,317,"Pedang Emas Tahap 4
","1,2,3,4",1,4,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan kekuatan serangan pertempuran anda
-------
Sebatang pedang berkilauan seperti permata, mata pisau yang tajam dengan mudah menembus pertahanan musuh. Ini adalah senjata utama bagi pejuang, menjadikan anda penguasa yang tak terkalahkan di medan perang.
",0,item-icon-318,318,"Pedang Berlian Tahap 5
","1,2,3,4,5",1,5,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan kekuatan serangan pertempuran anda
-------
Sebatang pedang berkilauan seperti bintang, mata pisau yang cepat seperti bintang jatuh. Ke tajamanannya dengan mudah menembus pertahanan musuh, melepaskan kekuatan yang tak terbatas. Pemegangnya dapat merasakan kekuatan kosmik yang mengalir melalui tubuh mereka, menjadi kekuatan yang tak terbantahkan dalam pertempuran.
",0,item-icon-319,319,"Pedang Bintang Tahap 6
","1,2,3,4,5",1,6,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan peluang mendapatkan sumber daya tahap yang lebih tinggi
-------
Sebatang alat koleksi langka yang terbuat dari emas tulen. Dengan desain gigi halusnya, ia dengan mudah mengumpulkan berbagai sumber daya berharga seperti herba, batu permata, dan bijih. Dengan menggunakan Alat Koleksi Emas, anda akan dapat mengumpulkan dengan efisiensi yang sangat tinggi, mendapatkan lebih banyak sumber daya berharga.
",0,item-icon-320,320,"Topi Pemungut Emas Tahap 4
","1,2,3,4",1,4,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan peluang mendapatkan sumber daya tahap yang lebih tinggi
-------
Pakaian atas yang ringan dan tahan lama yang disuntik dengan kekuatan cahaya bintang. Ia memberikan perlindungan tambahan dan keselesaan kepada pengumpul, menjadikan mereka lebih yakin dan efisien semasa mengumpulkan sumber daya berharga. Sama ada memetik bunga, mengumpulkan herba, atau menggali bijih, Pakaian Atas Penuaian Cahaya Bintang memberikan lingkungan kerja yang selesa, menjadikan perjalanan petualangan anda lebih menyenangkan dan berjaya.
",0,item-icon-321,321,"Kot Pemungut Emas Tahap 4
","1,2,3,4",1,4,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan peluang mendapatkan sumber daya tahap yang lebih tinggi
-------
Sarung tangan ini dirancang khusus untuk pengumpul, ditenun dari benang halus sutra emas. Mereka tidak hanya memberikan perlindungan yang luar biasa tetapi juga memberikan kecepatan dan kelincahan yang luar biasa kepada pengumpul. Dengan memakai Sarung Tangan Koleksi Emas, jari-jari anda bergerak seperti roh yang menari, dengan mudah mengumpulkan berbagai sumber daya berharga, menjadikan anda raja tak terkalahkan para pengumpul.
",0,item-icon-322,322,"Sarung Tangan Pemungut Emas Tahap 4
","1,2,3,4",1,4,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan peluang mendapatkan sumber daya tahap yang lebih tinggi
-------
Seluar ini dirancang khusus untuk pengumpul, terbuat dari benang emas berkualitas tinggi. Mereka memiliki daya tahan dan kenyamanan yang luar biasa, memungkinkan pengumpul untuk tetap dalam keadaan yang santai dan menyenangkan selama pekerjaan yang menuntut. Dilengkapi dengan beberapa kantong praktis dan pengikat alat, Celana Koleksi Emas memudahkan membawa dan menggunakan berbagai alat pengumpulan. Sama ada mengumpulkan bijih berharga, herba langka, atau sumber daya berharga lainnya, celana ini memberikan efisiensi dan kenyamanan yang sangat baik bagi pengumpul.
",0,item-icon-323,323,"Seluar Pemungut Emas Tahap 4
","1,2,3,4",1,4,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan peluang mendapatkan sumber daya tahap yang lebih tinggi
-------
Sepatu ini dirancang khusus untuk pengumpul menggunakan bahan emas. Ringan dan nyaman, mereka memberikan daya cengkeraman dan daya tahan yang sangat baik, memungkinkan pengumpul untuk bergerak dengan bebas di berbagai medan. Sepatu ini juga dilengkapi dengan peningkatan keterampilan pengumpulan khusus, meningkatkan efisiensi dan kualitas panen pengumpul. Sama ada di hutan yang lebat, gunung yang terjal, atau dataran yang luas, Sepatu Koleksi Emas adalah teman tak tergantikan bagi pengumpul.
",0,item-icon-324,324,"Kasut Pemungut Emas Tahap 4
","1,2,3,4",1,4,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan peluang mendapatkan sumber daya tahap yang lebih tinggi
-------
Sebatang alat yang dirancang khusus untuk pengumpul, dengan mata pisau yang tajam mampu dengan mudah memotong bijih keras dan batu permata. Sama ada menggali urat berlian berharga atau mengumpulkan permata langka, alat ini membantu anda menyelesaikan tugas dengan cepat dan efektif. Keakuratan dan daya tahan membuatnya menjadi salah satu alat yang disukai oleh pengumpul.
",0,item-icon-325,325,"Topi Pemungut Berlian Tahap 5
","1,2,3,4,5",1,5,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan peluang mendapatkan sumber daya tahap yang lebih tinggi
-------
Pakaian atas ini dirancang secara eksklusif untuk pengumpul yang berani, terbuat dari bahan berkualitas tinggi, ringan dan tahan lama, memungkinkan kenyamanan dan fleksibilitas saat mengumpulkan berlian. Ia memiliki kemampuan perlindungan yang kuat, melindungi dari berbagai tantangan dan bahaya di alam liar. Sama ada di gunung, gua, atau sungai, pakaian atas ini adalah mitra yang paling dapat diandalkan, memungkinkan anda menjadi ahli pengumpul berlian yang sejati.
",0,item-icon-326,326,"Kot Pemungut Berlian Tahap 5
","1,2,3,4,5",1,5,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan peluang mendapatkan sumber daya tahap yang lebih tinggi
-------
Sarung tangan ini dirancang khusus untuk meningkatkan efisiensi pengumpulan berlian. Permukaannya dilapisi dengan baju besi yang kuat, melindungi tangan dari bahaya. Dalamnya tertanam dengan perangkat mekanis yang rumit, sarung tangan ini menarik dan menempel pada berlian di sekitarnya, membuat proses pengumpulan lebih cepat dan efisien. Dengan sarung tangan ini, anda menjadi penangkap berlian, dengan mudah mengumpulkan banyak permata yang berkilau.
",0,item-icon-327,327,"Sarung Tangan Pemungut Berlian Tahap 5
","1,2,3,4,5",1,5,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan peluang mendapatkan sumber daya tahap yang lebih tinggi
-------
Celana ini terkenal karena meningkatkan efisiensi pengumpulan berlian, dirancang secara eksklusif untuk pengumpul. Terbuat dari bahan canggih, celana ini ringan, nyaman, tahan lama, dan fleksibel. Dilengkapi dengan alat pengumpulan berlian khusus, mereka memungkinkan pengumpul untuk dengan cepat dan tepat mendapatkan sumber daya berlian yang berharga. Sama ada di gunung, gua, atau urat bijih, celana ini adalah alat yang tak tergantikan bagi pengumpul. Dengan memakainya, anda benar-benar menjadi pemetik berlian.
",0,item-icon-328,328,"Seluar Pemungut Berlian Tahap 5
","1,2,3,4,5",1,5,1
1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan peluang mendapatkan sumber daya tahap yang lebih tinggi
-------
Sepatu ini dirancang secara eksklusif untuk pengumpul untuk memberikan pengalaman pengumpulan berlian terbaik. Terbuat dari bahan ringan dan tahan lama, mereka menawarkan daya cengkeram dan kenyamanan yang sangat baik, memungkinkan stabilitas di medan yang menantang. Dilengkapi dengan detektor berlian khusus, sepatu ini dengan akurat menunjukkan urat berlian terdekat, memungkinkan anda dengan mudah menemukan dan mengumpulkan sumber daya berlian yang berharga. Sama ada di gunung, gua, atau sungai, sepatu ini adalah perlengkapan penting bagi anda untuk menjadi pengumpul berlian kelas atas.
",0,item-icon-329,329,"Kasut Pemungut Berlian Tahap 5
","1,2,3,4,5",1,5,1
